Categoria	Conteúdo a 09 de Março de 2014 às 12.50	Tamanho	Disco
OsMeusFilmes	Monster House (2006)	727628	DISC02
OsMeusFilmes	Monster-in-Law (2005)	730200	DISC03
OsMeusFilmes	Moon (2009)	1542592	DISC02
OsMeusFilmes	Moonlight Serenade (2009)	723480	DISC04
OsMeusFilmes	Moonraker (1979)	1456724	DISC01
OsMeusFilmes	Moscow Zero (2006)	721108	DISC01
OsMeusFilmes	Mr. Bean`s Vacation (2007)	739340	DISC02
OsMeusFilmes	Mr. Brooks (2007)	720816	DISC03
OsMeusFilmes	Mr. Nobody (2009)	1464328	DISC04
OsMeusFilmes	Mr. Woodcock (2008)	729944	DISC03
OsMeusFilmes	Murder Dot Com (2008)	715472	DISC04
OsMeusFilmes	Murk (2005)	722716	DISC02
OsMeusFilmes	My Baby`s Daddy (2004)	735844	DISC01
OsMeusFilmes	My Boss`s Daughter (2004)	724932	DISC02
OsMeusFilmes	My Own Love Song (2010)	741812	DISC03
OsMeusFilmes	Mystery of the Nile (2006)	719156	DISC03
OsMeusFilmes	My Summer of Love (2004)	725056	DISC01
OsMeusFilmes	My Super Ex-Girlfriend (2006)	725068	DISC02
OsMeusFilmes	Naked Weapon (2002)	724952	DISC03
OsMeusFilmes	Nanny McPhee Returns (2010)	730400	DISC03
OsMeusFilmes	National Lampoon Presents Dorm Daze (2004)	719328	DISC03
OsMeusFilmes	National Treasure (2004)	1122852	DISC02
OsMeusFilmes	Neighbor (2009)	1451412	DISC03
OsMeusFilmes	Never Let Me Go (2011)	732248	DISC03
OsMeusFilmes	New in Town (2009)	1439612	DISC03
OsMeusFilmes	New Moon (2009)	7969172	DISC01
OsMeusFilmes	Next (2007)	734844	DISC02
OsMeusFilmes	Next Day Air (2009)	728324	DISC03
OsMeusFilmes	Night at the Museum Battle of the Smithsonian (2009)	752512	DISC01
OsMeusFilmes	Nights in Rodanthe (2008)	735668	DISC01
OsMeusFilmes	Nine (2010)	1460516	DISC03
OsMeusFilmes	Ninja (2009)	1538660	DISC03
OsMeusFilmes	No Country for Old Men (2008)	886512	DISC02
OsMeusFilmes	No Reservations (2007)	948088	DISC03
OsMeusFilmes	North Country (2006)	730372	DISC02
OsMeusFilmes	Não Se Preocupe, Nada Vai Dar Certo (2011)	1542072	DISC06
OsMeusFilmes	No Strings Attached (2011)	750884	DISC01
OsMeusFilmes	Nothing But the Truth (2009)	728184	DISC02
OsMeusFilmes	Nude Nuns with Big Guns (2010)	746752	DISC01
OsMeusFilmes	Ocean`s Twelve (2005)	4319040	DISC03
OsMeusFilmes	O Crime do Padre Amaro (2005)	722532	DISC02
OsMeusFilmes	Octopussy (1983)	1453776	DISC01
OsMeusFilmes	O Leão da Estrela (1947)	777952	DISC03
OsMeusFilmes	Ondine (2010)	726180	DISC03
OsMeusFilmes	One for the Money (2012)	792240	DISC01
OsMeusFilmes	Æon Flux (2005)	732656	DISC02
OsMeusFilmes	Ong bak 2 (2008)	725868	DISC01
OsMeusFilmes	On Her Majesty`s Secret Service (1969)	1450420	DISC01
OsMeusFilmes	Open Range (2003)	722156	DISC02
OsMeusFilmes	Open Water 2 Adrift (2006)	775516	DISC02
OsMeusFilmes	Our Family Wedding (2010)	801304	DISC03
OsMeusFilmes	Outlaw (2007)	4319336	DISC03
OsMeusFilmes	Out of Time (2004)	729348	DISC03
OsMeusFilmes	Over the Hedge (2006)	738012	DISC02
OsMeusFilmes	Paper Man (2009)	724048	DISC03
OsMeusFilmes	Paranormal Activity (2009)	938124	DISC01
OsMeusFilmes	Partly Cloudy (2009)	146212	DISC03
OsMeusFilmes	Passing Strange (2009)	1442908	DISC03
OsMeusFilmes	Patch Adams (1999)	704892	DISC02
OsMeusFilmes	Pathfinder (2007)	728084	DISC02
OsMeusFilmes	Pathology (2008)	582936	DISC01
OsMeusFilmes	Pay It Forward (2000)	1285640	DISC01
OsMeusFilmes	Peaceful Warrior (2007)	726852	DISC03
OsMeusFilmes	Perfect Stranger (2007)	739448	DISC03
OsMeusFilmes	Personal Effects (2009)	734468	DISC01
OsMeusFilmes	Peter and Vandy (2009)	724468	DISC03
OsMeusFilmes	Pigs (2007)	726672	DISC01
OsMeusFilmes	Planet Terror (2007)	744040	DISC03
OsMeusFilmes	Pledge This! (2006)	734544	DISC03
OsMeusFilmes	Poison Ivy The Secret Society (2008)	723548	DISC01
OsMeusFilmes	Porky`s (1982)	935764	DISC02
OsMeusFilmes	Porky`s 3 Revenge (1985)	896720	DISC02
OsMeusFilmes	Porky`s II The Next Day (1984)	932624	DISC02
OsMeusFilmes	Possession (2002)	722312	DISC03
OsMeusFilmes	Premonition (2007)	311672	DISC02
OsMeusFilmes	Pretty Woman (1990)	733040	DISC02
OsMeusFilmes	Prey (2007)	728988	DISC02
OsMeusFilmes	Pride and Glory (2008)	1449740	DISC01
OsMeusFilmes	Prime (2005)	727340	DISC02
OsMeusFilmes	Prince of Persia The Sands of Time (2010)	1558928	DISC03
OsMeusFilmes	Princess Aurora (2005)	720280	DISC02
OsMeusFilmes	Princess Mononoke (1999)	744096	DISC02
OsMeusFilmes	Private Fears in Public Places (2008)	756768	DISC02
OsMeusFilmes	Prom Night (2008)	3120912	DISC01
OsMeusFilmes	Protégé (2007)	724156	DISC02
OsMeusFilmes	P.S. I Love You (2007)	831420	DISC01
OsMeusFilmes	Puerto Vallarta Squeeze (2005)	3800452	DISC01
OsMeusFilmes	Q (2011)	1608556	DISC02
OsMeusFilmes	Quantum of Solace (2008)	761192	DISC01
OsMeusFilmes	Quarantine (2009)	739820	DISC03
OsMeusFilmes	Quem És Tu (2001)	1436172	DISC01
OsMeusFilmes	Raising Helen (2004)	4505860	DISC03
OsMeusFilmes	Ratatouille (2007)	738020	DISC02
OsMeusFilmes	Raumschiff Surprise - Periode 1 (2004)	8892	DISC02
OsMeusFilmes	Ready or Not (2009)	715516	DISC01
OsMeusFilmes	Rec (2008)	3677056	DISC01
OsMeusFilmes	Recount (2008)	1454248	DISC01
OsMeusFilmes	Redbelt (2008)	3119932	DISC01
OsMeusFilmes	Red Carpet (2005)	1437928	DISC02
OsMeusFilmes	Red Eye (2005)	733440	DISC02
OsMeusFilmes	Reign of Assassins (2010)	1532428	DISC02
OsMeusFilmes	Reign Over Me (2007)	728836	DISC02
OsMeusFilmes	Reincarnation (2006)	721996	DISC03
OsMeusFilmes	Remember Me (2010)	1446800	DISC03
OsMeusFilmes	Rent Control (2003)	720784	DISC03
OsMeusFilmes	Repo Men (2010)	1456976	DISC04
OsMeusFilmes	Rescue Dawn (2007)	729944	DISC02
OsMeusFilmes	Restraint (2008)	721448	DISC01
OsMeusFilmes	Rest Stop (2006)	722240	DISC03
OsMeusFilmes	Resurrecting the Champ (2008)	728948	DISC01
OsMeusFilmes	Return from Witch Mountain (1978)	3423188	DISC01
OsMeusFilmes	Return to House on Haunted Hill (2007)	748296	DISC01
OsMeusFilmes	Revolution OS (2002)	728612	DISC02
OsMeusFilmes	Rio Sex Comedy (2011)	1450544	DISC06
OsMeusFilmes	Riverworld (2010)	1446816	DISC03
OsMeusFilmes	Road Kill (2010)	721620	DISC01
OsMeusFilmes	Road Trip (2000)	626692	DISC02
OsMeusFilmes	Robin Hood (2010)	2471096	DISC03
OsMeusFilmes	RoboCop Prime Directives Crash and Burn (2001)	721852	DISC03
OsMeusFilmes	RoboCop Prime Directives Dark Justice (2001)	417200	DISC03
OsMeusFilmes	RoboCop Prime Directives Meltdown (2001)	721864	DISC03
OsMeusFilmes	RoboCop Prime Directives Resurrection (2001)	721972	DISC03
OsMeusFilmes	Robot & Frank (2013)	750496	DISC03
OsMeusFilmes	Rocky Balboa (2006)	732296	DISC02
OsMeusFilmes	Role Models (2008)	4615188	DISC01
OsMeusFilmes	Rollin` with the Nines (2006)	836784	DISC02
OsMeusFilmes	Roma (2004)	1436456	DISC03
OsMeusFilmes	Romantics Anonymous (2011)	756404	DISC02
OsMeusFilmes	Rounders (1999)	1461592	DISC01
OsMeusFilmes	RRRrrrr!!! (2004)	3466112	DISC03
OsMeusFilmes	Rules of Engagement (2000)	4912560	DISC03
OsMeusFilmes	Run, Fatboy, Run (2008)	880536	DISC02
OsMeusFilmes	Running Scared (2006)	728068	DISC02
OsMeusFilmes	Rush Hour 2 (2001)	585764	DISC02
OsMeusFilmes	S1m0ne (2002)	733760	DISC01
OsMeusFilmes	Safe (2012)	1571288	DISC02
OsMeusFilmes	Salsa (1988)	934624	DISC02
OsMeusFilmes	Salt (2010)	754076	DISC03
OsMeusFilmes	Sammy`s Adventures The Secret Passage (2010)	727704	DISC03
OsMeusFilmes	Sappho (2008)	721340	DISC01
OsMeusFilmes	Sasquatch Hunters (2005)	719012	DISC02
OsMeusFilmes	Satan`s Little Helper (2004)	723576	DISC02
OsMeusFilmes	Saturday Night Fever (1977)	2066976	DISC02
OsMeusFilmes	Saving God (2008)	734896	DISC03
OsMeusFilmes	Saw VI (2010)	1464672	DISC01
OsMeusFilmes	Scary Movie 4 (2006)	749768	DISC03
OsMeusFilmes	School for Scoundrels (2006)	733112	DISC02
OsMeusFilmes	School for Seduction (2004)	5488688	DISC01
OsMeusFilmes	Scooby-Doo (2002)	1011440	DISC02
OsMeusFilmes	Scooby-Doo! The Mystery Begins (2009)	734200	DISC01
OsMeusFilmes	Scoop (2006)	731060	DISC02
OsMeusFilmes	Screamers The Hunting (2009)	739512	DISC01
OsMeusFilmes	Sea of Fear (2006)	721236	DISC02
OsMeusFilmes	Secretariat (2011)	1450504	DISC04
OsMeusFilmes	Secretary (2003)	724940	DISC02
OsMeusFilmes	Secret Window (2004)	730144	DISC03
OsMeusFilmes	Seven Days in Utopia (2011)	762292	DISC02
OsMeusFilmes	Seven Pounds (2009)	950828	DISC01
OsMeusFilmes	Sex and the City 2 (2010)	1471604	DISC03
OsMeusFilmes	Sex Drive (2008)	742704	DISC01
OsMeusFilmes	Sexo, Amor e Traição (2004)	680320	DISC03
OsMeusFilmes	Shadowboxer (2006)	729532	DISC02
OsMeusFilmes	Shall We Dance (2005)	742604	DISC02
OsMeusFilmes	Shanghai (2010)	1449256	DISC03
OsMeusFilmes	Shaun of the Dead (2004)	817564	DISC03
OsMeusFilmes	Shelter (2010)	734256	DISC03
OsMeusFilmes	Sherlock Holmes (2009)	2131100	DISC01
OsMeusFilmes	She`s the Man (2006)	732100	DISC03
OsMeusFilmes	Shine (1997)	1465316	DISC01
OsMeusFilmes	Shiver (2008)	720628	DISC01
OsMeusFilmes	Shoot `Em Up (2007)	733024	DISC02
OsMeusFilmes	Shooter (2007)	737672	DISC02
OsMeusFilmes	Shortcut to Happiness (2007)	1135596	DISC02
OsMeusFilmes	Shutter (2004)	721580	DISC02
OsMeusFilmes	Shutter Island (2010)	2321652	DISC03
OsMeusFilmes	Sicko (2007)	724880	DISC02
OsMeusFilmes	Slipstream (2008)	731944	DISC01
OsMeusFilmes	Slumdog Millionaire (2009)	4138492	DISC03
OsMeusFilmes	Small Town Saturday Night (2010)	732156	DISC02
OsMeusFilmes	Smart People (2008)	732272	DISC01
OsMeusFilmes	Smokin` Aces (2007)	1448320	DISC01
OsMeusFilmes	Snake Eyes (1998)	4810080	DISC01
OsMeusFilmes	Snatch. (2000)	677616	DISC02
OsMeusFilmes	Snow Angels (2008)	725784	DISC01
OsMeusFilmes	Snow Buddies (2008)	730144	DISC03
OsMeusFilmes	Snow Cake (2006)	820456	DISC01
OsMeusFilmes	Snow Dogs (2002)	727684	DISC02
OsMeusFilmes	Solitary Man (2010)	730328	DISC03
OsMeusFilmes	So Normal (2003)	721032	DISC03
OsMeusFilmes	Sorte Nula (2004)	259532	DISC01
OsMeusFilmes	Soul Surfer (2011)	730376	DISC01
OsMeusFilmes	Spirits (2004)	721656	DISC03
OsMeusFilmes	Stag Night (2010)	721252	DISC01
OsMeusFilmes	Stan Helsing (2010)	720252	DISC01
OsMeusFilmes	Star Crossed (2009)	724272	DISC01
OsMeusFilmes	Starship Troopers 2 Hero of the Federation (2004)	2549816	DISC03
OsMeusFilmes	StarStruck (2010)	726340	DISC03
OsMeusFilmes	Steamboy (2005)	4816388	DISC01
OsMeusFilmes	Step Brothers (2008)	735480	DISC01
OsMeusFilmes	Step Up 2 The Streets (2009)	734348	DISC03
OsMeusFilmes	Step Up 3D (2010)	1468220	DISC03
OsMeusFilmes	Step Up Revolution (2012)	830344	DISC02
OsMeusFilmes	Stomp the Yard 2 Homecoming (2010)	728468	DISC01
OsMeusFilmes	Street Kings (2008)	3982964	DISC01
OsMeusFilmes	Strictly Sexual (2008)	729640	DISC02
OsMeusFilmes	Striptease (1996)	3865792	DISC04
OsMeusFilmes	Sunshine (2007)	709224	DISC03
OsMeusFilmes	Sunshine Cleaning (2009)	729228	DISC01
OsMeusFilmes	Superbad (2007)	735776	DISC02
OsMeusFilmes	Super High Me (2008)	801440	DISC01
OsMeusFilmes	Super Hybrid (2010)	1593668	DISC01
OsMeusFilmes	Superman Returns (2006)	945128	DISC02
OsMeusFilmes	Surrogates (2009)	1593344	DISC01
OsMeusFilmes	S.W.A.T. (2004)	738692	DISC03
OsMeusFilmes	S.W.A.T. Firefight (2011)	1557444	DISC02
OsMeusFilmes	Swing Vote (2008)	749260	DISC01
OsMeusFilmes	Tadpole (2002)	3849536	DISC01
OsMeusFilmes	Take the Lead (2006)	727624	DISC02
OsMeusFilmes	Talladega Nights The Ballad of Ricky Bobby (2006)	742184	DISC02
OsMeusFilmes	Taxi (2000)	724260	DISC01
OsMeusFilmes	Taxi 2 (2000)	733400	DISC01
OsMeusFilmes	Taxi 3 (2003)	731532	DISC01
OsMeusFilmes	Taxi to the Dark Side (2008)	729072	DISC02
OsMeusFilmes	Teen Spirit (2011)	1239688	DISC02
OsMeusFilmes	Tell Tale (2009)	731860	DISC01
OsMeusFilmes	Tenderness (2009)	726456	DISC01
OsMeusFilmes	Ten Inch Hero (2007)	4148128	DISC03
OsMeusFilmes	Terminator 2 Judgment Day (1991)	2337388	DISC02
OsMeusFilmes	That Evening Sun (2009)	722152	DISC03
OsMeusFilmes	The 7 Adventures of Sinbad (2010)	727152	DISC03
OsMeusFilmes	The Accidental Husband (2009)	737300	DISC03
OsMeusFilmes	The Accidental Witness (2006)	1436860	DISC02
OsMeusFilmes	The Ages of Love (2011)	1462284	DISC02
OsMeusFilmes	The American (2010)	1563600	DISC02
OsMeusFilmes	The Art of War II Betrayal (2008)	4403504	DISC03
OsMeusFilmes	The Assassination of Jesse James by the Coward Robert Ford (2007)	1435012	DISC02
OsMeusFilmes	The Assassin Next Door (2009)	721736	DISC03
OsMeusFilmes	The A-Team (2010)	799340	DISC03
OsMeusFilmes	The Attic (2008)	275936	DISC02
OsMeusFilmes	The Awakening (2011)	766740	DISC02
OsMeusFilmes	The Babysitters (2007)	726000	DISC03
OsMeusFilmes	The Bannen Way (2010)	737272	DISC03
OsMeusFilmes	The Benchwarmers (2006)	738952	DISC02
OsMeusFilmes	The Best Exotic Marigold Hotel (2012)	1496128	DISC02
OsMeusFilmes	The Big Bang (2011)	1025536	DISC03
OsMeusFilmes	The Blind Side (2010)	1463208	DISC01
OsMeusFilmes	The Blue Bird (1940)	603152	DISC02
OsMeusFilmes	The Book of Eli (2010)	1456528	DISC03
OsMeusFilmes	The Bourne Ultimatum (2007)	743096	DISC02
OsMeusFilmes	The Box (2010)	741600	DISC01
OsMeusFilmes	The Boy in the Striped Pajamas (2009)	729468	DISC01
OsMeusFilmes	The Boys Are Back (2010)	727056	DISC03
OsMeusFilmes	The Brave One (2007)	736436	DISC01
OsMeusFilmes	The Break-Up (2006)	732112	DISC02
OsMeusFilmes	The Brothers Solomon (2007)	734612	DISC02
OsMeusFilmes	The Bucket List (2008)	736048	DISC01
OsMeusFilmes	The Butterfly Effect 2 (2006)	726984	DISC02
OsMeusFilmes	The Butterfly Effect 3 Revelations (2009)	724236	DISC02
OsMeusFilmes	The Cave (2005)	724100	DISC02
OsMeusFilmes	The Celestine Prophecy (2006)	728336	DISC03
OsMeusFilmes	The Change-Up (2011)	1501760	DISC01
OsMeusFilmes	The China Syndrome (1979)	3340552	DISC01
OsMeusFilmes	The City of Your Final Destination (2010)	1434032	DISC03
OsMeusFilmes	The Condemned (2007)	728272	DISC03
OsMeusFilmes	The Constant Gardener (2005)	724872	DISC02
OsMeusFilmes	The Contender (2000)	4138264	DISC03
OsMeusFilmes	The Contract (2007)	674160	DISC02
OsMeusFilmes	The Contractor (2007)	718628	DISC02
OsMeusFilmes	The Courageous Heart of Irena Sendler (2009)	727368	DISC03
OsMeusFilmes	The Curious Case of Benjamin Button (2009)	1496528	DISC01
OsMeusFilmes	The Dancer Upstairs (2002)	4193808	DISC01
OsMeusFilmes	The Darjeeling Limited (2008)	4020120	DISC01
OsMeusFilmes	The Da Vinci Code (2006)	3891764	DISC01
OsMeusFilmes	The Day After Tomorrow (2004)	4251984	DISC01
OsMeusFilmes	The Day the Earth Stood Still (2008)	735208	DISC01
OsMeusFilmes	The Dead Girl (2007)	721404	DISC01
OsMeusFilmes	The Devil`s Advocate (1998)	739760	DISC02
OsMeusFilmes	The Devil`s Rejects (2005)	729116	DISC02
OsMeusFilmes	The Devil Wears Prada (2006)	734224	DISC02
OsMeusFilmes	The Disappearance of Alice Creed (2010)	725696	DISC03
OsMeusFilmes	The Door in the Floor (2004)	4075244	DISC03
OsMeusFilmes	The Doors (1991)	5361088	DISC01
OsMeusFilmes	The Doors Dance on Fire (1985)	1163704	DISC02
OsMeusFilmes	The Duchess (2009)	731816	DISC01
OsMeusFilmes	The Emerald Forest (1985)	5705352	DISC03
OsMeusFilmes	The Ex (2009)	726800	DISC01
OsMeusFilmes	The Expendables (2010)	1587168	DISC03
OsMeusFilmes	The Eye of the Storm (2012)	1492028	DISC02
OsMeusFilmes	The Fast and the Furious (2001)	2508068	DISC01
OsMeusFilmes	The Fast and the Furious Tokyo Drift (2006)	679980	DISC02
OsMeusFilmes	The Final Destination (2009)	742188	DISC03
OsMeusFilmes	The First Grader (2011)	763220	DISC06
OsMeusFilmes	The Forbidden Kingdom (2008)	751868	DISC01
OsMeusFilmes	The Fountain (2007)	1161520	DISC02
OsMeusFilmes	The Fourth Kind (2009)	730552	DISC01
OsMeusFilmes	The Frighteners (1996)	726796	DISC02
OsMeusFilmes	The Frozen (2012)	1459548	DISC03
OsMeusFilmes	The Ghost Writer (2010)	871632	DISC03
OsMeusFilmes	The Girlfriend Experience (2009)	730284	DISC03
OsMeusFilmes	The Girl in the Park (2008)	733132	DISC03
OsMeusFilmes	The Girl Next Door (2004)	378144	DISC02
OsMeusFilmes	The Girl Who Played with Fire (2010)	1879044	DISC03
OsMeusFilmes	The Girl with the Dragon Tattoo (2009)	1476344	DISC03
OsMeusFilmes	The Godfather Part II (1974)	4262104	DISC01
OsMeusFilmes	The Godfather Part III (1991)	4163744	DISC01
OsMeusFilmes	The Golden Compass (2007)	1459116	DISC02
OsMeusFilmes	The Good Guy (2010)	728368	DISC03
OsMeusFilmes	The Goonies (1985)	1812796	DISC03
OsMeusFilmes	The Great Buck Howard (2009)	731080	DISC03
OsMeusFilmes	The Greatest (2009)	739776	DISC03
OsMeusFilmes	The Great Flood Paris 2010 (2006)	722152	DISC02
OsMeusFilmes	The Guardian (2006)	1461660	DISC01
OsMeusFilmes	The Hangover (2009)	938304	DISC01
OsMeusFilmes	The Happening (2008)	3254856	DISC03
OsMeusFilmes	The Haunted Mansion (2004)	733388	DISC03
OsMeusFilmes	The Haunting in Connecticut (2009)	730364	DISC01
OsMeusFilmes	The Heartbreak Kid (2007)	446476	DISC02
OsMeusFilmes	The Hitcher (2007)	296444	DISC02
OsMeusFilmes	The Hoax (2007)	818720	DISC03
OsMeusFilmes	The Holiday (2006)	1032432	DISC02
OsMeusFilmes	The Host (2006)	3680900	DISC01
OsMeusFilmes	The House Bunny (2008)	744204	DISC02
OsMeusFilmes	The Hunting Party (2008)	731528	DISC01
OsMeusFilmes	The Hurt Locker (2009)	1459616	DISC01
OsMeusFilmes	The Incredible Hulk (2008)	739496	DISC01
OsMeusFilmes	The International (2009)	2315636	DISC01
OsMeusFilmes	The Italian Job (2003)	736156	DISC01
OsMeusFilmes	The Karate Kid (2010)	2543708	DISC01
OsMeusFilmes	The Karate Kid, Part II (1986)	2028672	DISC01
OsMeusFilmes	The Karate Kid, Part III (1989)	1726996	DISC01
OsMeusFilmes	The King`s Speech (2011)	1455240	DISC02
OsMeusFilmes	The Kite Runner (2008)	684652	DISC03
OsMeusFilmes	The Kovak Box (2007)	725784	DISC02
OsMeusFilmes	The Last Kiss (2007)	1449864	DISC03
OsMeusFilmes	The Last Legion (2007)	864372	DISC02
OsMeusFilmes	The Last Mimzy (2007)	727872	DISC02
OsMeusFilmes	The Lazarus Project (2008)	725840	DISC01
OsMeusFilmes	The Learning Curve (2001)	731108	DISC03
OsMeusFilmes	The Life Before Her Eyes (2009)	726780	DISC02
OsMeusFilmes	The Life of David Gale (2003)	732668	DISC01
OsMeusFilmes	The Living Daylights (1987)	1452224	DISC01
OsMeusFilmes	The Lodger (2009)	2998192	DISC03
OsMeusFilmes	The Longshots (2009)	734496	DISC01
OsMeusFilmes	The Lookout (2007)	732240	DISC02
OsMeusFilmes	The Lost (2009)	713404	DISC01
OsMeusFilmes	The Love Guru (2008)	3571388	DISC03
OsMeusFilmes	The Lucky Ones (2008)	1445344	DISC01
OsMeusFilmes	The Machinist (2005)	347704	DISC02
OsMeusFilmes	The Man from Earth (2007)	719192	DISC01
OsMeusFilmes	The Man from Nowhere (2010)	1627896	DISC04
OsMeusFilmes	The Man with the Golden Gun (1974)	1449984	DISC01
OsMeusFilmes	The Marine (2006)	729632	DISC02
OsMeusFilmes	The Matador (2006)	735368	DISC03
OsMeusFilmes	The Messengers (2007)	741936	DISC02
OsMeusFilmes	The Muppets (2012)	1467064	DISC01
OsMeusFilmes	The Naked Gun 2½ The Smell of Fear (1991)	734784	DISC01
OsMeusFilmes	The Naked Gun From the Files of Police Squad! (1989)	735504	DISC01
OsMeusFilmes	The New Guy (2002)	737512	DISC01
OsMeusFilmes	The Next Karate Kid (1994)	1241048	DISC01
OsMeusFilmes	The Night Listener (2006)	726556	DISC02
OsMeusFilmes	The Nutty Professor (1964)	897344	DISC02
OsMeusFilmes	The Other Guys (2010)	1545624	DISC01
OsMeusFilmes	The Perfect Storm (2000)	4076284	DISC03
OsMeusFilmes	The Pink Panther (2006)	734820	DISC02
OsMeusFilmes	The Plague (2006)	723308	DISC02
OsMeusFilmes	The Polar Express (2004)	730128	DISC02
OsMeusFilmes	The Protector (2006)	1445284	DISC01
OsMeusFilmes	The Pursuit of Happyness (2007)	1463984	DISC01
OsMeusFilmes	The Queen (2006)	730400	DISC02
OsMeusFilmes	The Reader (2009)	1452992	DISC01
OsMeusFilmes	The Rebound (2009)	643764	DISC01
OsMeusFilmes	The Recruit (2003)	1364596	DISC01
OsMeusFilmes	The Rookie (2002)	3992624	DISC01
OsMeusFilmes	The Running Man (1988)	858148	DISC02
OsMeusFilmes	The School of Rock (2004)	724092	DISC02
OsMeusFilmes	The Secret (2007)	336588	DISC02
OsMeusFilmes	The Secret Life of Bees (2008)	750296	DISC01
OsMeusFilmes	The Sentinel (2006)	4743208	DISC01
OsMeusFilmes	The Simpsons Movie (2007)	6392384	DISC03
OsMeusFilmes	The Slaughter (2006)	724144	DISC03
OsMeusFilmes	The Snows of Kilimanjaro (2012)	1582232	DISC02
OsMeusFilmes	The Source (2012)	1621804	DISC02
OsMeusFilmes	The Spy Who Loved Me (1977)	1458024	DISC01
OsMeusFilmes	The Stone Council (2006)	717484	DISC02
OsMeusFilmes	The Strangers (2009)	730776	DISC01
OsMeusFilmes	The Terminator (1985)	1811452	DISC02
OsMeusFilmes	The Three Burials of Melquiades Estrada (2006)	723576	DISC02
OsMeusFilmes	The Time Traveler`s Wife (2010)	769732	DISC01
OsMeusFilmes	The Tournament (2009)	734352	DISC01
OsMeusFilmes	The Transporter (2002)	726500	DISC01
OsMeusFilmes	The Unborn (2009)	737076	DISC01
OsMeusFilmes	The Veteran (2006)	719960	DISC02
OsMeusFilmes	The Virginity Hit (2010)	726020	DISC04
OsMeusFilmes	The Wave (2009)	725860	DISC01
OsMeusFilmes	The Way Back (2011)	1452004	DISC04
OsMeusFilmes	The Way of War (2009)	730804	DISC01
OsMeusFilmes	The Whole Ten Yards (2004)	728892	DISC02
OsMeusFilmes	The Wind That Shakes the Barley (2006)	1444224	DISC02
OsMeusFilmes	The Wizard of Oz (1940)	993760	DISC03
OsMeusFilmes	The Wrestler (2009)	1473684	DISC01
OsMeusFilmes	The X Files I Want to Believe (2008)	534976	DISC01
OsMeusFilmes	Things We Lost in the Fire (2008)	729988	DISC03
OsMeusFilmes	Thin Ice (2011)	770612	DISC02
OsMeusFilmes	Thr3e (2007)	723208	DISC02
OsMeusFilmes	Thunderball (1965)	1459900	DISC01
OsMeusFilmes	Tigerland (2001)	839040	DISC01
OsMeusFilmes	Tiny Furniture (2012)	750200	DISC02
OsMeusFilmes	TMNT (2007)	730984	DISC03
OsMeusFilmes	Tomorrow, When the War Began (2011)	1722768	DISC04
OsMeusFilmes	Too Fast Too Young (1996)	740300	DISC02
OsMeusFilmes	Touching the Void (2004)	732788	DISC03
OsMeusFilmes	Transporter 2 (2005)	844864	DISC01
OsMeusFilmes	Transporter 3 (2009)	732556	DISC01
OsMeusFilmes	Tremors (1990)	722796	DISC01
OsMeusFilmes	Tremors 3 Back to Perfection (2001)	701528	DISC01
OsMeusFilmes	Trick `r Treat (2007)	732088	DISC01
OsMeusFilmes	Tropic Thunder (2008)	739220	DISC02
OsMeusFilmes	True North (2007)	725500	DISC01
OsMeusFilmes	Trust the Man (2006)	1238372	DISC02
OsMeusFilmes	Truth or Consequences, N.M. (1997)	4099608	DISC03
OsMeusFilmes	Turistas (2007)	887000	DISC03
OsMeusFilmes	Two for the Money (2006)	729392	DISC02
OsMeusFilmes	Two Lovers (2009)	726168	DISC01
OsMeusFilmes	Ultraviolet (2006)	736596	DISC02
OsMeusFilmes	Uncertainty (2012)	760232	DISC06
OsMeusFilmes	Underclassman (2005)	744012	DISC01
OsMeusFilmes	Underground (2007)	1442600	DISC02
OsMeusFilmes	Under the Mountain (2009)	639076	DISC01
OsMeusFilmes	Unrest (2007)	721300	DISC03
OsMeusFilmes	Until Death (2007)	732940	DISC02
OsMeusFilmes	Untraceable (2008)	738324	DISC01
OsMeusFilmes	Up in the Air (2010)	1457944	DISC01
OsMeusFilmes	Vacancy (2007)	1450056	DISC03
OsMeusFilmes	Valkyrie (2009)	736856	DISC01
OsMeusFilmes	Vampires Suck (2010)	1385332	DISC01
OsMeusFilmes	Vantage Point (2008)	735652	DISC01
OsMeusFilmes	Venom (2005)	722220	DISC02
OsMeusFilmes	Veronika Decides to Die (2009)	1424136	DISC01
OsMeusFilmes	V for Vendetta (2006)	1465448	DISC02
OsMeusFilmes	Vicky Cristina Barcelona (2009)	733344	DISC01
OsMeusFilmes	Volcano (1997)	4820576	DISC01
OsMeusFilmes	Waist Deep (2006)	730284	DISC02
OsMeusFilmes	Waiting for Forever (2011)	742732	DISC01
OsMeusFilmes	Waltz with Bashir (2008)	719988	DISC01
OsMeusFilmes	War, Inc. (2008)	728628	DISC01
OsMeusFilmes	Warriors (2002)	726312	DISC02
OsMeusFilmes	Watchmen (2009)	4369408	DISC01
OsMeusFilmes	Wayne`s World (1993)	725788	DISC02
OsMeusFilmes	W.E. (2012)	762512	DISC06
OsMeusFilmes	We Are Marshall (2006)	747140	DISC02
OsMeusFilmes	Wedding Crashers (2005)	745060	DISC01
OsMeusFilmes	Wedding Daze (2007)	3515352	DISC01
OsMeusFilmes	We Don`t Live Here Anymore (2004)	723584	DISC03
